lng,lat
-70.597552,41.751759
-70.619407,41.668942
-70.761031,41.337159
-70.567467,41.596305
-70.435812,41.728418
-70.642148,41.777476
-70.522080,41.377655
-70.632049,41.573881
-70.545520,41.707839
-70.766911,41.478974
-70.622853,41.711561
-70.092826,41.291167
-70.624515,41.639445
-70.576143,41.441713
-70.653513,41.745017
-70.616283,41.690243
-70.540595,41.766737
-70.526717,41.787209
-70.476549,41.728137
-69.984406,41.271979
-70.613479,41.458608
-70.695991,41.761187
-70.656934,41.400252
-70.762948,41.772221
-70.007142,41.258688
-70.298093,41.657961
-70.312530,41.706769
-70.066223,41.747513
-70.346877,41.659097
-69.972126,41.689734
-70.439397,41.624054
-70.270928,41.705726
-70.197398,41.730228
-70.136979,41.668067
-70.153472,41.751246
-69.977436,41.841331
-69.937327,41.797777
-70.510786,41.683488
-70.057609,41.711052
-70.071449,41.670596
-70.310144,41.630127
-70.415370,41.670946
-70.490097,41.616801
-69.961375,41.701947
-70.003492,41.874985
-70.094991,42.049537
-69.973580,41.769125
-70.392013,41.627984
-70.200407,42.059829
-70.023537,41.681465
-70.158560,41.707699
-70.012180,41.894444
-70.195648,41.674727
-70.045714,41.990780
-70.023356,41.921997
-70.363070,41.716216
-69.989716,41.666693
-70.170678,41.660113
-70.113400,41.670839
-70.313634,41.635700
-70.247044,41.655712
-70.231801,41.704155
-71.059047,41.785113
-71.294503,41.931653
-70.902217,41.441295
-71.153380,41.803649
-70.972874,41.760108
-71.011690,41.862486
-70.871306,41.633619
-71.121329,41.725050
-71.148281,41.675125
-71.129726,41.692705
-71.177500,41.683936
-71.188272,41.720043
-71.144592,41.759700
-70.752225,41.704138
-70.814531,41.665794
-70.938265,41.637485
-70.901151,41.718217
-70.913632,41.606252
-70.950546,41.700737
-70.940137,41.660995
-71.015699,41.664711
-70.971453,41.553084
-71.334397,41.972509
-71.336602,42.012800
-71.308574,41.966866
-71.153598,41.851929
-71.181780,41.965341
-71.048499,41.940996
-71.244870,41.846878
-70.838449,41.759846
-71.322309,41.842106
-71.214181,41.758163
-71.077615,41.838061
-71.118346,41.909112
-71.082371,41.599176
-71.078091,41.528538
-71.456233,41.952130
-71.769527,41.434772
-71.319732,41.734753
-71.577085,41.176815
-71.749674,41.408251
-71.273331,41.675730
-71.652334,41.478948
-71.669822,41.394216
-71.700406,41.895948
-71.647954,41.774630
-71.622662,41.696499
-71.678361,41.637083
-71.485719,41.642919
-71.626993,41.570210
-71.726833,41.782067
-71.653144,41.982746
-71.739118,41.698748
-71.563999,41.879928
-71.651187,41.974930
-71.620289,41.774762
-71.729622,41.514717
-71.769901,41.492067
-71.378366,41.510088
-71.620208,41.454681
-71.167247,41.518769
-71.476374,41.965257
-71.641513,41.940757
-71.322375,41.478216
-71.332175,41.511864
-71.281685,41.518673
-71.459811,41.588565
-71.633605,41.822761
-71.651336,41.964461
-71.757323,41.959073
-71.388681,41.870562
-71.353131,41.878603
-71.393481,41.890064
-71.428933,41.966913
-71.449815,41.915455
-71.261246,41.587299
-71.320666,41.597055
-71.780518,41.533083
-71.481743,41.508687
-71.638865,41.456486
-71.585490,41.994278
-71.178113,41.609436
-71.534277,41.424019
-71.524717,41.478083
-71.465251,41.415152
-71.258805,41.725138
-71.455568,41.703849
-71.406118,41.747671
-71.376927,41.700591
-71.789689,41.361854
-71.594774,41.492004
-71.518688,41.679006
-71.703238,41.444477
-71.499949,42.001706
-71.544069,41.975186
-71.668521,41.517640
-71.409088,41.818230
-71.436294,41.858334
-71.396103,41.784725
-71.390408,41.840169
-71.424630,41.798593
-71.436794,41.839825
-71.453215,41.821417
-71.435594,41.774999
-71.472812,41.854888
-71.402239,41.825593
-71.365333,41.814838
-71.354839,41.772847
-71.352438,41.842661
-71.523305,41.905774
-71.519879,41.827440
-71.465508,41.767344
-71.515778,41.768455
-71.600503,42.874864
-71.363424,42.997261
-71.675670,42.749263
-71.340559,43.056870
-71.255104,42.984530
-71.248197,43.141274
-71.276763,42.892761
-71.084193,43.054187
-71.817788,42.997000
-71.119161,43.000370
-71.563462,43.021515
-71.595355,43.116338
-71.879424,42.938740
-71.761755,42.742874
-71.585401,42.749626
-71.409494,42.760508
-71.468283,42.846081
-71.387845,42.869839
-71.519876,42.852034
-71.673354,42.818645
-71.694199,42.908885
-71.458266,42.741087
-71.501176,42.722323
-71.518043,42.782084
-71.474918,42.779378
-71.677520,42.981209
-71.874434,42.746257
-71.337073,42.730992
-71.205107,43.038038
-71.221726,42.788264
-71.768341,42.896409
-71.875292,42.826913
-71.759609,42.832235
-71.302688,42.811092
-71.466111,42.989027
-71.491063,43.011907
-71.446547,42.950538
-71.439782,43.009552
-71.446878,43.082584
-71.400350,42.963734
-71.536871,42.935584
-71.447732,43.942653
-71.797940,43.451175
-71.642508,43.726075
-71.277262,43.338034
-71.482210,43.474458
-71.960169,43.258003
-71.789139,43.642709
-71.685470,43.855414
-71.558020,43.362490
-71.241730,43.363816
-71.504236,43.711764
-71.480852,43.841192
-71.696803,43.202187
-71.890241,43.508647
-71.762339,43.473341
-71.931200,43.424011
-71.348563,43.204812
-71.674267,43.449136
-71.387218,43.423058
-71.911271,43.984428
-71.952004,43.574714
-71.817394,43.751504
-71.831201,43.169407
-71.769192,43.528306
-71.916940,43.128103
-71.583345,43.761590
-71.482301,43.576496
-71.375593,43.519156
-71.494074,44.100673
-71.498585,43.631211
-71.369179,43.717721
-72.024551,43.314026
-71.632615,43.623334
-71.990609,43.417721
-71.408835,43.265259
-71.395018,43.875712
-71.923616,43.343127
-71.223393,43.211856
-71.714447,43.999889
-71.309368,43.288501
-71.702722,43.738799
-71.884727,43.782855
-71.772917,43.386099
-71.601607,43.524186
-71.926953,43.301982
-71.417063,43.170513
-71.575998,43.431031
-71.835506,43.308930
-71.859100,43.965830
-72.093879,43.190068
-71.703708,43.078057
-71.923718,43.858721
-72.013536,43.473002
-71.635802,43.947870
-71.922637,43.443115
-71.131859,43.129847
-71.142619,43.179131
-71.679913,43.970620
-71.555988,43.238549
-71.665421,43.311685
-71.537242,43.133177
-71.446658,43.333988
-72.294803,42.965044
-71.981967,43.050291
-72.446994,42.780669
-71.903693,43.020281
-72.456114,42.875727
-72.069849,42.889279
-72.214374,43.020616
-72.296360,42.858271
-72.153028,42.753205
-72.274498,43.052622
-71.997821,42.977339
-72.068894,42.948515
-72.504822,42.809298
-72.059901,42.829254
-72.172904,42.901769
-72.208769,43.138544
-72.121703,42.999482
-71.940102,42.868369
-72.013247,42.756663
-72.388978,42.889241
-72.126816,43.090822
-72.188940,42.828785
-72.502989,42.890398
-72.430856,42.968075
-72.354216,42.771370
-71.795116,44.343350
-71.155466,44.504596
-71.609203,44.260435
-71.402889,44.313744
-71.385112,44.912445
-71.025563,44.964771
-71.693296,44.163448
-71.152184,44.289765
-71.442474,44.563265
-71.464694,44.396741
-71.545865,44.483853
-71.877173,44.222416
-71.800240,44.218410
-71.211846,44.623040
-71.478749,44.749655
-71.261110,45.116236
-71.299826,44.301498
-71.497351,44.305211
-71.381584,44.744797
-71.628699,44.378898
-72.286124,43.238837
-72.347568,43.140832
-72.383931,43.246634
-72.376864,43.127333
-72.184869,43.236564
-72.268353,43.196510
-72.395926,43.076505
-72.446437,43.143932
-71.978837,44.184481
-72.007001,43.676940
-72.326929,43.360727
-72.334130,43.476437
-72.257151,43.494376
-72.132135,43.589099
-72.185207,43.721023
-72.092311,43.449753
-72.100703,43.271965
-72.149093,43.516590
-72.138390,43.377461
-72.142753,43.727746
-72.050202,44.035225
-72.234816,43.632568
-72.094295,43.816634
-72.258815,43.531300
-71.980649,44.296664
-72.202789,43.371345
-71.985475,44.099753
-72.033583,43.883227
-72.001291,43.961850
-71.988955,44.046677
-72.299358,43.560058
-72.093129,43.390088
-72.306490,43.638325
-71.912200,44.043516
-70.805443,43.074812
-71.200405,43.464959
-71.294635,43.512833
-71.167180,42.839103
-71.297237,44.081130
-71.060836,44.127402
-71.181505,43.770937
-71.258778,43.689431
-71.229402,43.887170
-71.274013,43.959771
-71.119888,42.927892
-70.887655,43.190658
-70.941453,43.174607
-70.918788,43.117186
-71.038980,43.215566
-71.130675,42.890002
-70.995570,42.903739
-70.993572,43.614109
-71.047520,43.906960
-70.987522,42.978415
-71.083260,43.372559
-71.075122,43.842055
-71.336087,43.422251
-71.223276,44.110671
-70.991203,43.262994
-70.845622,43.039732
-71.182399,42.881861
-70.836728,42.939601
-70.886242,42.924811
-71.120545,44.095413
-71.155760,44.187626
-71.123967,44.071999
-71.073595,42.913731
-71.129871,43.902455
-71.297611,43.690629
-71.025251,43.437283
-70.986040,43.495013
-71.282735,43.642843
-70.716884,43.062161
-71.152140,43.463687
-70.967954,43.038509
-70.946875,43.070909
-71.045915,42.870369
-71.117232,44.035706
-71.007082,43.119202
-70.829441,42.979934
-71.103444,43.689928
-71.093260,42.845597
-70.988238,43.303528
-70.933650,43.323179
-70.843107,43.219815
-70.758330,43.008649
-70.777362,42.980948
-71.043233,43.570559
-71.183605,42.934018
-70.860823,42.883123
-71.189275,43.895078
-70.887944,43.253476
-71.041910,43.746733
-71.320336,43.808537
-71.170004,43.275308
-70.902586,43.014997
-71.296068,43.864038
-71.073889,43.499674
-71.201489,43.800602
-71.177139,43.603773
-70.842077,43.299332
-70.628806,43.214916
-70.774320,43.146499
-70.728595,43.108051
-70.686846,43.086194
-70.779435,43.352258
-70.610967,43.255894
-70.752426,43.230492
-70.679004,43.166460
-70.603455,43.185309
-70.626458,43.142293
-70.923465,43.519795
-70.661906,43.489069
-69.956899,43.727261
-70.486566,43.492102
-70.344570,43.444292
-69.863767,44.044232
-70.743319,44.047513
-70.918584,43.930799
-69.973436,43.896405
-70.521109,43.976287
-70.088396,43.738955
-70.102838,43.686216
-70.808862,43.767186
-70.264762,43.791796
-70.813980,43.995935
-70.685245,43.836320
-70.912785,43.399909
-70.689568,43.902531
-70.696275,43.589062
-70.089953,43.844826
-70.942769,44.101677
-70.463780,43.703617
-70.367027,43.904551
-70.820154,44.143452
-70.830764,43.848997
-70.614369,43.631019
-70.577032,43.392979
-70.474124,43.429829
-70.899149,43.732798
-70.781883,43.688481
-70.699807,43.745748
-70.153919,43.685939
-70.885803,44.192471
-70.639298,43.975769
-70.883523,43.659549
-70.698919,44.101552
-70.739479,43.633558
-70.405329,43.794689
-70.395326,43.500389
-70.388253,43.525032
-69.966983,43.765541
-70.946568,43.837898
-70.182018,43.903914
-70.450760,43.926746
-70.466341,43.550411
-70.747779,43.418643
-70.366191,43.589627
-70.832796,43.554017
-69.971530,43.790591
-70.814287,43.464119
-70.566688,43.762140
-70.616514,43.773320
-69.955624,43.964977
-70.743999,43.569278
-70.722272,44.202838
-70.645586,43.331432
-70.744838,43.839321
-70.352602,43.707920
-70.538842,43.636260
-70.913904,43.628610
-70.156478,43.788137
-70.241798,43.846092
-70.257949,43.662607
-70.297989,43.654591
-70.287927,43.694105
-70.277172,43.740472
-70.285989,43.631402
-70.236476,43.587173
-70.186053,43.660278
-70.171426,43.637528
-70.180065,43.746027
-70.249649,44.084537
-70.854911,44.708634
-70.815239,44.380100
-70.558110,44.400747
-70.347440,44.342620
-70.277339,44.481538
-70.132418,43.956021
-70.415762,44.559945
-70.692505,44.594476
-70.293139,44.568123
-70.115250,44.433489
-70.875479,44.263059
-70.191893,44.623831
-70.145088,44.189754
-70.734421,44.494500
-70.388878,44.209257
-70.202187,44.516897
-70.172185,44.089594
-70.127409,44.010547
-70.058799,44.036688
-70.216186,44.411638
-70.138076,44.445337
-70.655701,44.345792
-70.404680,44.104897
-70.495260,44.553098
-70.336334,44.137940
-70.014723,44.233505
-70.296011,43.957508
-70.961709,44.503525
-70.133074,44.295351
-70.042845,44.279255
-70.792354,44.206591
-70.610021,44.225867
-70.527478,44.117335
-70.498190,44.263611
-70.393563,44.048106
-70.647585,44.702596
-70.625264,44.559920
-70.062582,44.116831
-70.490816,44.248001
-70.247980,44.265107
-70.061230,44.362503
-70.448975,44.697513
-70.865079,44.401438
-69.968192,44.051212
-70.522647,44.319278
-70.451923,44.460915
-70.449596,44.385909
-70.275434,44.637914
-69.747626,44.351895
-69.736988,44.086173
-69.891691,44.328707
-69.827805,44.260548
-69.793912,44.195074
-69.751247,44.237286
-69.818040,44.287241
-69.499152,44.210864
-70.067034,44.434007
-69.934500,44.172142
-69.861935,44.342427
-69.960450,44.466488
-69.619689,44.198014
-69.430630,44.396114
-69.950200,44.384388
-69.829607,44.116833
-69.535271,44.414473
-69.762596,44.177792
-69.999643,44.554821
-69.571186,44.315485
-69.963093,44.309991
-68.850405,44.848517
-69.596521,45.229183
-68.303832,44.893880
-68.906681,45.088260
-68.586337,44.868349
-68.735012,44.784754
-67.764628,45.561415
-69.114570,45.442861
-69.057877,45.400376
-68.749742,44.623798
-68.341886,45.231514
-68.465508,45.086448
-69.003117,44.800454
-68.815533,44.409006
-69.031432,45.077652
-67.876199,45.680311
-69.189134,45.213059
-69.010880,44.980538
-68.554003,44.805800
-68.617002,44.721160
-68.575197,45.636841
-68.672727,44.560978
-69.128068,44.763866
-69.125005,44.963225
-68.928337,44.598953
-69.623233,45.702416
-69.727290,45.497692
-69.353263,45.227772
-68.949964,44.728980
-68.711060,45.296196
-68.888475,44.992636
-68.927991,44.916049
-68.222173,45.607010
-68.760531,45.162250
-67.561059,45.552117
-68.259742,45.299422
-68.996652,44.876817
-68.479871,45.413427
-68.339985,45.588735
-68.521326,45.712888
-68.582438,44.954787
-69.012445,45.972769
-68.895109,45.286832
-69.304939,45.441524
-68.734534,45.024673
-68.668303,44.901066
-67.856824,45.916545
-68.669915,44.576320
-68.738644,44.881680
-68.762805,44.688778
-68.589614,45.183587
-68.705997,44.482703
-69.815623,45.865239
-69.287019,45.124216
-69.092775,45.245979
-69.630292,45.358040
-68.104471,45.387737
-69.113926,44.871640
-68.690189,44.910362
-67.867623,45.436636
-67.470651,45.573159
-67.681322,45.367045
-68.524576,45.236824
-68.338980,45.477433
-68.908918,44.650751
-68.060944,45.754610
-69.826699,43.888228
-69.629176,44.098468
-69.620688,43.875449
-69.627611,43.851505
-69.501972,43.973542
-69.476881,43.894242
-69.490757,44.022356
-69.582305,43.844446
-69.332579,43.978605
-69.738561,43.833447
-69.430661,43.975714
-69.567522,44.052277
-69.512323,43.862731
-69.482658,44.101248
-69.610837,43.975929
-69.514471,43.885128
-69.819176,43.770817
-69.258707,44.013924
-69.464934,43.921687
-69.558281,43.871809
-69.630765,43.808546
-69.674170,43.896656
-69.383354,44.122084
-69.552330,43.951357
-69.391524,44.260639
-69.662201,43.852150
-69.662868,43.813339
-69.692754,43.982445
-69.769351,43.959656
-68.391841,44.672809
-67.712364,44.540726
-68.086866,44.467048
-68.263808,44.397470
-67.612596,44.466957
-68.414514,44.231530
-68.029882,44.376983
-68.568701,44.402775
-68.540355,44.261324
-68.766477,44.350024
-67.217524,45.142952
-67.966927,44.750666
-67.733658,44.744467
-67.985876,44.423951
-68.266282,44.256370
-67.221990,44.669023
-68.607845,44.237010
-67.281078,44.873113
-68.506049,44.422694
